fnd_PConc,neigh_NridgHt,mas_vnr_type_Stone,neigh_NoRidge,extsecond_VinylSd,extfirst_VinylSd,ctrl_air_Y,zoning_RL,roof_style_Hip,gar_type_BuiltIn,neigh_StoneBr,roof_style_Gable,gar_type_None,zoning_RM,fnd_CBlock,gar_type_Detchd,mas_vnr_type_None,age_of_prop,SalePrice,OverallQual,GrLivArea,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,FullBath,GarageFinish,TotRmsAbvGrd,FireplaceQu,YearRemodAdd,HeatingQC,BsmtFinSF1,BsmtExposure,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,BsmtFinType1,HalfBath,GarageQual,LotArea,GarageCond,Electrical,PavedDrive,BsmtFullBath,BsmtUnfSF,BsmtCond
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,77,87000,5,840,2,0,672,840,3,1,0,5,3,1950,4,116,1,55.0,0,0,0,2,0,0,4388,0,4,0,0,556,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,40,155000,6,1348,2,453,660,660,3,1,2,6,2,1966,2,512,1,69.0,188,688,108,4,1,3,7590,3,4,2,0,148,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,48,150000,5,1053,2,750,1008,1053,3,1,2,6,0,1991,2,567,1,69.0,0,0,80,3,1,3,8973,3,3,2,0,413,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,40,226000,7,2157,2,487,924,1216,3,2,3,8,4,1966,4,445,1,88.0,105,941,66,3,1,3,14200,3,4,2,0,479,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,9,244000,6,2054,3,390,992,1022,4,2,2,7,3,2000,4,695,1,79.87755102040815,24,1032,48,6,1,3,12224,3,4,2,1,297,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,48,150750,5,1327,2,624,1063,1327,3,1,1,7,0,2002,3,405,1,75.0,0,0,0,3,0,3,7388,3,4,2,1,658,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,8,220000,8,1296,3,471,1267,1296,5,2,3,6,0,2002,4,1005,1,80.13333333333334,192,0,25,6,0,3,6853,3,4,2,1,262,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,38,180000,5,1721,2,440,1461,1721,3,2,2,7,3,1993,3,570,1,78.0,0,0,96,3,1,3,10335,3,4,2,0,891,3
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,38,174000,7,1682,2,530,1304,1682,3,2,1,7,4,1970,3,0,1,80.0,98,0,0,1,0,3,10400,3,4,2,0,1304,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,40,143000,5,1214,2,318,1214,1214,3,2,2,5,2,1967,2,695,1,76.46236559139786,0,0,111,4,0,3,10355,3,4,2,0,519,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,18,171000,7,1959,2,766,1907,1959,3,3,1,9,0,1989,3,0,1,82.0,0,0,0,1,0,3,11070,3,4,2,0,1907,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,9,230000,8,1852,3,660,1004,1004,4,2,3,7,3,2000,4,668,2,73.0,224,848,106,6,1,3,9066,3,4,2,0,336,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,12,231500,6,1764,2,470,928,928,4,2,2,7,0,1997,4,821,1,65.0,276,836,99,6,1,3,15426,3,4,2,1,107,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,39,115000,4,864,2,0,864,864,3,1,0,5,1,1971,2,432,1,70.0,0,0,0,5,0,0,10500,0,4,2,0,432,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,260000,7,1734,3,660,1734,1734,4,2,3,7,0,2005,4,1300,3,78.0,160,0,24,6,0,3,11645,3,4,2,1,434,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,58,166000,5,1385,2,720,910,910,3,2,1,6,0,1952,1,507,1,71.0,0,475,0,3,0,3,8520,3,4,2,0,403,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,10,204000,7,1501,3,577,1490,1501,4,2,2,6,0,1999,4,679,4,78.0,144,0,29,6,0,3,10335,3,4,2,1,811,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,43,125000,5,1728,2,504,1728,1728,3,2,1,10,0,1963,2,1332,1,70.0,0,0,0,3,0,3,9100,3,4,2,1,396,3
1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,2,130000,6,1709,3,380,970,970,4,2,1,7,0,2006,4,0,1,24.0,0,739,40,1,0,3,2522,3,4,2,0,970,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,78,105000,5,875,2,180,715,875,3,1,1,5,0,1993,2,209,1,51.0,48,0,0,4,0,2,6120,3,3,2,1,506,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,9,222500,7,2035,3,434,884,884,4,2,3,8,4,2001,4,0,1,79.87755102040815,144,1151,48,1,1,3,9505,3,4,2,0,884,3
1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,4,141000,7,1080,2,0,1080,1080,4,1,0,6,0,2005,4,680,1,63.0,0,0,0,6,0,0,7500,0,4,2,1,400,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,70,115000,5,1344,2,240,896,896,4,1,1,7,0,1950,3,0,1,57.50980392156863,200,448,114,1,0,2,6240,3,3,2,0,896,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,32,122000,5,969,2,440,969,969,3,1,1,5,0,1975,2,716,3,120.0,0,0,0,4,1,3,10356,3,4,2,0,253,3
1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,372402,8,1710,3,866,1710,1710,5,2,2,6,4,2008,4,1400,4,107.0,0,0,102,6,0,3,13891,3,4,2,1,310,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,35,190000,6,1993,2,495,825,1097,3,2,2,8,4,1971,3,416,1,81.28888888888889,0,896,66,3,1,3,14803,3,4,2,0,409,3
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,48,235000,6,1252,2,564,1602,1252,4,1,2,4,4,1975,3,429,4,83.46153846153847,409,0,0,4,0,3,13500,3,4,2,1,93,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,83,125000,6,1200,2,312,1200,1200,3,1,1,7,0,1950,2,0,1,84.0,0,0,0,1,0,2,11340,2,3,2,0,1200,3
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,84,79000,6,1096,2,0,572,572,3,1,0,5,0,1950,1,0,1,60.0,0,524,8,1,0,0,9600,0,2,0,0,572,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,56,109500,5,1040,2,625,0,1040,0,1,1,5,0,1950,2,0,0,60.0,0,0,0,0,0,3,7200,3,2,2,0,0,0
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,269500,8,1968,3,680,774,774,5,2,3,8,4,2010,4,0,1,92.0,0,1194,75,1,1,3,12003,3,4,2,0,774,3
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,6,254900,7,1947,3,678,991,991,4,2,2,8,4,2005,4,222,1,100.0,0,956,136,6,1,3,12552,3,4,2,0,769,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,320000,7,2462,3,576,1392,1392,4,2,2,9,4,2006,4,57,2,134.0,239,1070,132,6,1,3,19378,3,4,2,1,1335,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,24,162500,6,1232,2,516,1232,1232,4,2,1,6,0,1984,2,660,1,59.714285714285715,0,0,0,4,0,3,11120,3,4,2,0,572,3
1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,5,412500,9,2668,3,726,1572,1572,5,2,3,10,4,2004,4,1016,3,110.0,400,1096,0,6,1,3,13688,3,4,2,1,556,3
1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,5,220000,7,1541,3,532,1541,1541,4,2,2,7,4,2005,4,1201,2,95.0,0,0,70,4,0,3,12182,3,4,2,0,340,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,51,103200,4,882,2,0,882,882,3,1,0,4,0,1956,4,0,1,55.0,0,0,0,1,0,0,5500,0,4,2,0,882,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,81,152000,6,1616,2,216,1149,1149,3,2,1,5,0,2004,3,370,2,40.0,0,467,0,2,0,3,5400,3,3,2,0,779,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,68,127500,5,1355,2,0,644,808,3,2,0,6,0,1999,3,351,1,62.0,140,547,0,5,0,0,10106,0,4,2,1,112,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,54,190000,5,1867,3,303,1617,1867,3,1,3,7,4,1993,4,379,1,83.46153846153847,476,0,0,2,0,3,10708,3,3,2,1,470,3
1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,325624,8,2161,3,789,1582,1610,5,1,3,8,4,2007,4,1288,1,86.0,178,551,120,6,1,3,10562,3,4,2,1,294,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,3,183500,7,1720,3,440,840,840,4,2,3,7,4,2004,4,0,1,62.0,100,880,48,1,1,3,8244,3,4,2,0,840,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,25,228000,8,1707,3,511,1686,1707,4,2,2,6,3,1981,2,0,1,80.13333333333334,574,0,64,1,1,3,16669,3,4,2,0,1686,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,66,128500,5,1382,2,660,720,854,3,1,1,7,0,1950,2,360,1,62.788990825688074,237,0,0,3,1,3,12358,3,4,2,0,360,3
0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,50,215000,6,1656,2,528,1080,1656,3,1,3,7,4,1960,1,639,4,141.0,210,0,62,4,0,3,31770,3,4,1,1,441,4
1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,19,239000,7,1767,3,504,1064,1064,4,2,2,5,3,1987,3,495,1,44.0,441,703,35,6,0,4,5306,3,4,2,1,354,4
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,47,163000,6,1362,2,504,1362,1362,3,1,1,6,3,1961,2,288,1,80.0,0,0,20,5,1,3,10197,3,4,2,1,700,3
0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,22,184000,6,1651,2,616,1606,1651,4,2,3,7,3,1986,2,1398,1,47.0,192,0,0,5,0,3,12416,3,4,2,1,0,2
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,57,243000,6,2158,2,576,1202,2158,3,2,1,7,4,2001,2,477,3,84.0,0,0,29,5,0,3,12615,3,4,2,1,725,4
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,19,211000,6,2060,3,521,1151,1164,4,2,1,8,3,1989,2,831,1,97.0,0,896,228,6,1,3,10029,3,4,2,0,320,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,48,172500,5,1920,3,451,1052,1252,3,2,1,8,4,1958,4,57,1,74.4375,0,668,0,5,0,3,13650,3,4,2,1,554,3
1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,501837,9,2234,4,1166,2216,2234,5,2,3,9,4,2009,4,1904,1,63.0,0,0,60,6,0,3,17423,3,4,2,1,312,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,84,100000,5,968,3,480,968,968,3,1,1,5,0,2006,2,0,1,60.0,0,0,0,1,0,2,8520,3,4,0,0,968,3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,177000,6,1525,3,440,756,769,4,2,1,5,3,2000,4,436,1,64.66666666666667,0,756,0,6,1,3,2117,3,4,2,0,320,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,86,200100,7,1802,2,216,793,901,2,1,1,9,4,1950,3,352,1,54.0,0,901,0,2,1,2,7588,3,4,2,0,441,3
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,50,120000,5,1340,2,252,0,1340,0,1,2,7,4,2006,4,0,0,60.0,116,0,0,0,0,3,9060,3,4,2,0,0,0
1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,5,200000,7,2082,2,484,1362,1362,4,2,1,6,0,2003,4,0,1,63.0,280,720,238,1,1,3,11426,3,4,0,0,1362,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,98,127000,5,1252,2,576,504,936,2,1,1,5,0,1991,3,0,1,92.0,104,316,0,1,0,3,7438,3,4,2,0,504,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,114,475000,10,3608,3,840,1107,1518,3,2,1,12,3,1993,4,0,2,90.0,0,1518,260,1,1,5,22950,3,4,2,0,1107,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,19,173000,7,1217,2,497,1188,1217,4,2,1,6,0,1991,4,611,3,70.08333333333333,168,0,27,6,0,3,9947,3,4,2,1,577,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,93,135000,5,1656,2,180,660,808,2,2,1,8,0,1987,4,0,1,60.0,0,704,0,1,1,2,10410,2,4,0,0,660,3
0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,30,153337,5,1224,2,528,1086,1224,4,0,1,6,3,1979,2,1086,3,64.0,120,0,0,6,2,3,7018,3,4,2,2,0,3
1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,7,286000,8,1593,3,682,1593,1593,5,1,3,5,4,2002,4,1153,3,41.0,0,0,120,6,1,3,4923,3,4,2,1,440,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,75,315000,8,2727,3,440,853,1549,4,2,1,10,3,1994,2,297,1,70.0,0,1178,74,3,1,3,10570,3,4,2,0,556,4
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,35,184000,7,1479,2,484,725,725,3,1,3,7,0,2004,3,626,1,76.46236559139786,0,754,32,5,1,3,7472,3,4,2,1,99,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,10,192000,7,1431,3,666,1431,1431,4,2,3,6,0,1999,4,560,3,68.0,0,0,35,6,0,3,9017,3,4,2,1,871,3
1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,2,130000,7,1709,3,380,970,970,4,2,1,7,0,2004,4,0,1,24.0,0,739,40,1,0,3,2522,3,4,2,0,970,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,36,127000,5,864,2,352,864,864,3,1,1,5,0,1972,2,390,3,60.0,0,0,0,5,0,3,7180,3,4,2,0,474,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,33,148500,6,1456,2,440,855,855,4,2,1,7,3,1976,2,566,1,24.0,87,601,0,5,1,3,2280,3,4,2,0,289,3
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,311872,7,1726,4,786,1726,1726,5,2,3,8,4,2007,4,1126,1,79.0,171,0,138,6,0,3,9416,3,4,2,1,600,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,88,235000,8,3112,3,795,1360,1360,3,2,1,8,5,1990,3,1036,1,174.0,0,1360,16,6,0,3,25419,3,4,2,1,140,3
0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,97,104000,6,2229,2,0,755,929,3,1,0,8,0,1950,4,0,1,92.0,0,929,198,1,0,0,5520,0,4,2,0,755,3
1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,274900,8,1713,3,856,1713,1713,5,2,3,7,4,2005,4,1088,3,76.0,0,0,26,6,0,3,9591,3,4,2,1,625,3
1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,7,140000,4,1121,2,440,1121,1121,4,2,2,5,0,2004,4,0,1,80.0,132,0,64,1,0,3,8546,3,4,2,0,1121,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,31,171500,6,1279,2,473,1196,1279,3,2,1,6,2,1977,2,641,1,75.0,238,0,83,5,0,3,10125,3,4,2,0,276,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,82,112000,6,1310,2,398,617,865,2,2,1,6,0,1950,3,617,1,50.0,0,445,0,2,0,3,7000,3,4,2,0,0,3
1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,4,149000,6,848,3,420,848,848,4,1,2,3,4,2004,4,662,3,71.6825396825397,149,0,0,6,0,3,4438,3,4,2,1,186,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,62,110000,5,1284,2,240,720,720,3,1,1,5,0,1950,2,312,1,50.0,0,564,35,2,1,3,3500,3,4,2,0,408,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,19,180500,7,1442,2,500,1424,1442,4,2,2,5,0,1990,4,0,1,99.0,0,0,34,1,0,3,11851,3,4,2,0,1424,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,45,143900,5,1696,2,349,1140,1696,3,1,2,8,3,1962,2,0,1,40.0,0,0,30,1,1,3,13673,3,4,2,0,1140,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,48,141000,4,1100,2,312,1100,1100,3,1,2,6,1,1960,2,419,1,76.46236559139786,355,0,0,5,0,3,12493,3,4,2,1,375,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,19,277000,7,2062,3,454,1157,1180,4,2,3,7,4,1989,4,1065,4,71.5,60,882,55,6,1,3,14364,3,4,2,1,92,3
0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,44,145000,6,1092,2,504,1092,1092,4,1,2,6,0,1964,4,787,1,75.0,0,0,0,3,0,3,8250,4,4,2,1,305,3
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,83,98000,5,864,2,0,864,864,3,1,0,5,0,1950,2,468,1,67.0,0,0,0,3,0,0,5604,0,3,2,1,396,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,186000,6,1212,2,460,1212,1212,4,2,2,6,0,2009,4,36,2,83.0,100,0,22,6,0,3,10420,3,4,2,0,1176,3
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,252678,7,1852,2,644,900,932,4,2,2,7,3,2009,4,822,1,72.0,168,920,108,6,1,3,8640,3,4,2,1,78,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,11,156000,5,990,2,576,990,990,4,1,1,5,0,1995,4,716,1,43.0,224,0,0,5,0,3,13568,3,4,2,0,274,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,33,161750,6,1392,2,299,689,689,4,1,3,6,0,1977,4,378,1,71.6825396825397,0,703,36,6,1,3,10900,3,4,2,0,311,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,49,134450,5,1236,2,447,1070,1236,3,1,1,6,2,1996,2,360,1,72.0,0,0,0,4,0,3,10011,3,4,2,0,710,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,210000,7,1436,3,484,1436,1436,4,2,1,8,0,2004,4,946,2,65.0,139,0,98,6,0,3,8450,3,4,2,1,490,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,81,107000,4,1328,2,210,686,810,3,1,1,8,0,1950,1,0,1,57.0,0,518,172,1,0,3,9906,3,4,2,0,686,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,69,311500,7,1954,3,431,798,1137,3,1,1,8,3,2006,4,341,1,71.8048780487805,0,817,119,4,1,3,15660,3,4,2,0,457,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,167240,7,1248,3,438,1248,1248,4,2,3,5,0,2006,4,16,3,43.0,108,0,0,6,0,3,3010,3,4,2,0,1232,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,204900,7,1498,3,675,1498,1498,4,2,2,5,0,2006,4,0,2,73.0,351,0,33,1,0,3,8990,3,4,2,0,1498,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,7,200000,6,2267,3,390,1010,1010,4,2,2,8,3,2002,4,0,1,79.87755102040815,120,1257,46,1,1,3,8068,3,4,2,0,1010,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,31,179900,6,1552,2,434,713,811,4,2,2,6,3,1975,2,550,1,85.0,209,741,208,5,1,3,11475,3,4,2,1,163,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,38,97000,4,864,2,576,864,864,3,1,1,4,0,1971,3,524,1,70.0,216,0,0,5,0,3,10500,3,4,2,0,160,3
1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,6,386250,10,2392,4,968,2392,2392,5,2,3,8,5,2003,4,56,4,103.0,248,0,105,6,0,3,13472,3,4,2,0,2336,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,38,112000,5,1302,2,280,630,630,3,2,1,6,0,1971,2,0,1,21.0,0,672,0,1,1,3,1680,3,4,2,0,630,3
1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,12,290000,7,2520,3,721,1203,1214,4,2,2,9,3,1995,4,565,1,82.0,224,1306,114,6,1,3,9950,3,4,2,0,638,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,38,106000,6,987,2,280,483,483,3,1,1,5,0,1970,2,321,1,21.0,0,504,0,3,1,3,1869,3,4,2,0,162,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,43,125000,5,912,2,336,912,912,3,1,1,5,2,1967,2,842,1,70.0,0,0,0,5,0,3,8521,3,4,2,0,70,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,192500,7,1555,3,430,1373,1555,4,2,3,7,3,2006,4,16,3,43.0,143,0,20,6,0,3,3182,3,4,2,0,1357,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,51,148000,6,1194,2,312,1194,1194,3,1,2,6,0,1959,2,0,1,73.0,0,0,0,1,0,3,8760,3,4,2,1,1194,3
1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,14,403000,8,2794,3,810,1462,1490,4,2,3,9,3,1996,4,689,1,174.0,0,1304,146,6,1,3,15138,3,4,2,1,773,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,34,94500,6,987,2,288,483,483,3,1,1,5,1,1972,2,0,1,21.0,0,504,0,1,1,3,1680,3,4,2,0,483,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,34,128200,5,894,2,308,894,894,3,1,1,5,0,1976,2,182,3,75.0,365,0,0,2,0,3,10650,3,4,2,1,0,4
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,8,216500,6,1960,3,440,860,860,4,2,3,8,3,2002,4,625,1,79.87755102040815,288,1100,48,6,1,3,7851,3,4,2,1,235,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,37,89500,6,987,2,264,483,483,3,1,1,5,0,1971,2,358,1,21.0,0,504,0,5,1,3,1680,3,4,2,0,125,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,6,185500,7,1414,3,494,1414,1414,4,2,2,6,0,2004,4,24,3,65.0,132,0,105,6,0,3,8773,3,4,2,0,1390,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,17,194500,7,1744,3,457,996,1014,4,2,2,7,0,2003,4,402,1,71.5,370,730,70,4,1,3,9453,3,4,2,0,594,3
1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,318000,8,1694,4,818,1694,1694,5,2,3,7,0,2007,4,0,1,93.0,168,0,228,1,0,3,12030,3,4,2,0,1694,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,65,113000,6,1487,2,220,735,798,3,1,1,7,4,1950,2,94,1,52.0,0,689,140,2,1,3,8741,3,3,2,0,641,2
1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,262500,8,1566,3,750,1566,1566,4,2,2,7,0,2008,4,1078,3,75.0,144,0,168,6,0,3,9000,3,4,2,1,488,3
0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,62,110500,5,866,2,0,686,866,3,1,0,4,0,1997,3,329,1,40.0,58,0,42,5,0,0,3880,0,4,2,0,357,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,106,79000,5,1440,2,352,540,889,3,1,1,6,0,1950,3,0,1,63.0,0,551,0,1,0,2,5000,3,3,2,0,540,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,29,120000,6,1217,2,288,626,626,4,1,2,6,3,1980,2,0,1,75.0,0,591,28,1,1,3,10762,3,4,2,0,626,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,16,205000,7,2110,3,463,948,1222,4,2,2,8,2,2002,4,695,1,71.5,0,888,130,6,1,3,8880,3,4,2,1,253,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,18,241500,7,1872,2,604,1845,1872,4,2,3,6,3,1988,3,929,3,80.0,197,0,39,6,0,3,10400,3,4,2,0,916,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,96,137000,6,1928,2,440,1020,908,2,2,1,9,0,1950,3,0,1,69.0,0,1020,60,1,0,1,9142,1,1,2,0,1020,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,52,140000,6,1375,2,451,1367,1375,3,1,1,5,3,1954,4,0,1,75.0,0,0,30,1,0,3,11310,3,4,2,0,1367,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,180000,7,1668,3,500,840,840,4,2,2,8,0,2003,4,0,1,72.0,144,828,68,1,1,3,11317,3,4,2,0,840,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,49,277000,6,2144,3,389,1444,1444,4,2,3,7,3,2006,3,697,4,83.46153846153847,0,700,98,3,0,3,159000,3,4,2,0,747,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,70,76500,3,1306,2,0,728,1306,3,1,0,6,0,1966,4,0,1,55.0,263,0,0,1,0,0,5350,0,4,2,0,728,3
1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,235000,8,1625,3,538,1573,1625,4,2,3,5,4,2007,4,1573,4,44.0,123,0,0,6,0,3,4750,3,4,2,1,0,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,4,173000,6,1640,3,520,798,798,4,2,2,6,0,2004,4,0,1,65.0,138,842,45,1,1,3,8366,3,4,2,0,798,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,43,158000,6,1302,2,309,1302,1302,4,2,2,7,0,1991,4,270,4,85.0,333,0,0,2,0,3,9350,3,4,2,0,452,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,53,145000,5,1314,2,294,1314,1314,3,1,2,5,0,1957,2,922,1,70.0,250,0,0,3,0,3,8400,3,4,2,1,392,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,7,230000,7,2291,3,429,975,1005,4,2,3,8,3,1999,4,0,1,66.0,192,1286,0,1,1,3,8738,3,4,2,0,975,3
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,5,207500,6,1728,3,673,864,864,4,2,2,7,0,2003,4,503,1,64.0,216,864,56,3,1,3,8791,3,4,2,0,361,3
